start_station_id,time_hour,start_lat,start_lng,start_borough,start_mode_landuse,temperature_2m_C,precipitation_mm,wind_speed_10m_kmh,hex_mta_entries,hex_mta_exits,predicted_gap
4119.04,2025-12-31 08:00:00,40.6783563,-74.00014502,BK,02,-2.4,0.0,19.2,0.0,0.0,7.585361
4125.07,2025-12-31 08:00:00,40.67761470000004,-73.9732428300001,BK,02,-2.400000000000002,0.0,19.200000000000017,0.0,0.0,11.940321
4125.13,2025-12-31 08:00:00,40.67735799999996,-73.97211000000006,BK,02,-2.4000000000000026,0.0,19.20000000000002,0.0,0.0,9.054071
4134.06,2025-12-31 08:00:00,40.67653040000003,-73.97846879000005,BK,02,-2.4000000000000026,0.0,19.20000000000002,0.0,0.0,6.647563
4140.03,2025-12-31 08:00:00,40.67759999999999,-73.94962999999998,BK,01,-2.3999999999999995,0.0,19.199999999999996,0.0,0.0,6.278202
4143.04,2025-12-31 08:00:00,40.677026999999974,-73.98649999999999,BK,02,-2.400000000000001,0.0,19.200000000000006,0.0,0.0,4.7942843
4148.07,2025-12-31 08:00:00,40.6791944,-73.95879029999999,BK,02,-2.4000000000000004,0.0,19.200000000000003,0.0,0.0,7.29322
4151.01,2025-12-31 08:00:00,40.6787242,-73.99599099,BK,02,-2.4,0.0,19.2,0.0,0.0,8.980844
4157.10,2025-12-31 08:00:00,40.67943879999992,-73.9680437999998,BK,02,-2.400000000000002,0.0,19.200000000000017,0.0,0.0,10.519681
4157.15,2025-12-31 08:00:00,40.67767533999997,-73.9690214399999,BK,02,-2.400000000000002,0.0,19.200000000000017,0.0,0.0,8.7172165
4166.08,2025-12-31 08:00:00,40.67933070000002,-73.97519522999994,BK,02,-2.400000000000002,0.0,19.200000000000017,0.0,0.0,8.817726
4169.04,2025-12-31 08:00:00,40.67904299999999,-74.011169,BK,01,-2.3999999999999995,0.0,19.199999999999996,0.0,0.0,7.669023
4170.08,2025-12-31 08:00:00,40.67872,-73.91105000000002,BK,01,-2.3999999999999995,0.0,19.199999999999996,0.0,0.0,4.0391746
4172.04,2025-12-31 08:00:00,40.67955,-73.94709,BK,02,-2.3999999999999995,0.0,19.199999999999996,0.0,0.0,4.7692003
